CID,Melting Point
48132,143.0 °C
48132,138-148 °C
93362,137.0 °C
49384,85.0 °C
49833,81.3333333333 °C
49833,78-81 °C
5281875,187.5 °C
5281875,190 °C
38199,233.0 °C
73665,48.0 °C
443029,168.0 °C
5281873,49.2 °C
5281873,Below 10 °C
93379,167.0 °C
93379,165-170 °C
50107,110.0 °C
50367,105.0 °C
50367,106.1 °C
50465,232.0 °C
50465,232 °C
50465,"Stable in acidic media. Fluroxypyr is acidic, and reacts with alkalis to form salts. DT50 /half-life/ in water 185 days (pH 9, 20 °C). Stable at temperatures up to melting point. Stable in visible light."
50516,"-14.1 °C (99.5% purity, glass transition temperature)"
50896,56.0 °C
50897,9.0 °C
50897,13 °C
63088,105.0 °C
51082,204.0 °C
51082,203-5 °C
91707,86.1666666667 °C
92383,111.5 °C
51369,79.0 °C
2912,81.3333333333 °C
2912,70 °C
2912,MP: 60-80 °C (technical)
2912,60-80 °C
2912,158°F
51605,53.25 °C
51605,53-54 °C
91715,52.0 °C
91716,134.8 °C
3822,231.0 °C
92389,81.5 °C
73670,182.0 °C
52997,204.0 °C
52997,202 °C
52997,397.4-401°F
53036,98.0 °C
63072,107.0 °C
53079,180.1 °C
91724,147.0 °C
9576081,77.7 °C
53309,148.0 °C
5388962,143-144.5
5388962,143-144.5°C
40466924,143-144.5°C
53469,198.5 °C
91727,130.0 °C
53597,215.0 °C
53597,215 °C
11564649,215.0 °C
11564649,215 °C
122130249,215.0 °C
122130249,215 °C
53672,65.0 °C
53735,104.0 °C
3033674,9.0 °C
73674,176.0 °C
73674,186 °C
5281874,44.6 °C
5281874,Off-white; MP: 39-43 °C /Technical/
54454,135-138 °C
54454,136.5 °C
54454,135-138°C
66461,111.0 °C
3034380,146.0 °C
71245,37.0 °C
54740,171.0 °C
54740,173 °C
54744,143-151°C
54778,25.0 °C
54778,25 °C
54778,77°F
73282,186.0 °C
73282,178.1 °C (decomposes)
73282,Melting point: 186 °C
92401,211.0 °C
73672,177.5 °C
73672,176-179 °C
5281872,69.0 °C
5281872,69 °C
5281872,156.2°F
94686,133.3 °C
94686,133.1-133.5°C
54960,187.0 °C
91734,222.5 °C
9576091,47.0 °C
91735,160.0 °C
6436639,153.0 °C
6436604,153.0 °C
6436605,146.75 °C
55138,42.0 °C
51574,112.6 °C
93482,146.5 °C
73675,54.0 °C
73675,48°C
101525,196.0 °C
101525,194.8-197.4 °C (decomposition)
93483,90.0 °C
167454,21.6 °C
91742,100.3 °C
91743,60.0 °C
443048,89.0 °C
9013425,175.5 °C
91749,244.0 °C
3086321,75.0 °C
91750,181.5 °C
86132,107.5 °C
86132,106.2-106.9 °C
92420,130.0 °C
91754,111.5 °C
91754,111-112 °C
443036,73.0 °C
93518,74.5 °C
91757,65.0 °C
91759,252.0 °C
91759,250-251 °C
91760,139.0 °C
1617113,84.25 °C
91763,176.0 °C
91763,176-177°C
6436606,81.5 °C
153909,141.0 °C
153909,141 °C
3033865,110.0 °C
92425,202.5 °C
92425,201-204 °C
92425,201-204°C
91770,204-206 °C
6506658,58.0 °C
92431,59.5 °C
92431,MP: 48.2-57.1 °C /Technical/
6451139,70.0 °C
14033068,111.5 °C
14033047,89.5 °C
14033046,81.5 °C
86102,102.4 °C
86102,105 °C
4269754,111.5 °C
13960354,117.0 °C
13960357,103.0 °C
6125184,135.5 °C; decomp at 155 °C
86122,66.3 °C
86122,62-64 °C
9576412,101.1 to 102.4 °C
86306,53.0 °C
114994,198.0 to 199.0 °C
91773,191.0 °C
91773,191 °C
86137,166.0 °C
86137,166.0 to 166.7 °C
86138,125.0 °C
3444,84.0 °C
3444,84 °C
93541,177.5 °C
93541,176-179 °C
93542,106.0 °C
93542,104.6 °C
91776,78.0 °C
91776,77.3-79.1 °C
656612,32.0 °C
14639069,174.0 °C
86353,146.0 °C
86353,144-148°C
86354,61.5 °C
86354,64-66 °C; 61-62 °C /Technical/
86175,64.0 °C
3352,200.5 °C
3352,200-201 °C
3352,201 °C
86355,170.0 °C
86355,170°C
3034287,82.75 °C
3034287,82 °C
86356,78.5 °C
86356,77.5-80 °C
86187,97.0 °C
92433,178.6-180.7 °C
91779,177.0 °C
91779,176-178 °C
9576037,217.0 °C
9576037,217 °C
3391107,106.7 °C
3391107,105-106 °C
3391107,MP: 100-106 °C /Technical/
86210,111.5 °C
86211,89.0 °C
195429,115.0 °C
3623881,145.0 °C
86222,-22.1 °C
123627,269.0 °C
123627,Melts/decomposes @ 269 °C
182951,126-127 °C
86389,178.0 °C
86398,199.8 °C
213032,141.0 °C
213032,140.3-141.8 °C
3034285,116.0 °C
3034285,116 °C
3034285,MP: 114-116 °C /Technical/
86412,132.9 °C
213021,98.9 °C
10937610,51.0 °C
86416,161.5 °C
9604652,107.0 °C
9604652,105-106°C
86417,192.0 °C
6451137,161.9 °C
86287518,144.0 °C
86287518,144 °C
86287518,143-144°C
135541675,144.0 °C
135541675,144 °C
135541675,143-144°C
86418,143-144°C
135527764,144.0 °C
135527764,144 °C
135527764,143-144°C
86422,211.0 °C
86422,224-226°C
84098,140.0 °C
84098,138-138.5 °C
86426,201.4 °C
86426,201.1 to 201.7 °C
86429,76.0 °C
86429,76-79 °C
6112114,99.0 °C
6112114,97.2-101.7 °C
86444,97.2 °C
86445,75.5 °C
86446,65.5 °C
86447,115.5 °C
86448,89.8 °C
86449,110.5 °C
86450,123.5 °C
86451,127.0 °C
86452,122.7 °C
86453,217.0 °C
86453,216-218 °C
176879,122.0 °C
176879,123-125 °C
153974,101.5 °C
153974,101-102 °C
3081363,79.0 °C
86461,65.5 °C
86462,110.5 °C
86463,83.5 °C
86464,95.0 °C
93548,103.5 °C
86465,111.5 °C
86466,76.2 °C
86467,92.5 °C
93549,53.5 °C
93582,107.5 °C
86468,56.5 °C
105010,204.5 °C
105010,206.2 - 208 °C
105010,MP: 204 - 20.6 °C /Technical/
3083545,80.0 °C
6589,"-199.3 °F (NTP, 1992)"
6589,-128.8 °C
6589,Heat of Fusion at Melting Point = 7.9914X10+5 J/kmol
6589,-199.3°F
7282,-162.9 °C
7282,-118 °C
7282,-245 to -148°F
7296,"-224.3 °F (NTP, 1992)"
7296,-142.5 °C
7296,-139.8°C
356,"-70.2 °F (USCG, 1999)"
356,-56.8 °C
356,-56.73 °C
356,-56.8°C
356,-70°F
8900,"-131 °F (USCG, 1999)"
8900,-90.6 °C
8900,-90.549 °C
8900,-90.6°C
8900,-90.7 °C
8900,-131°F
9266,14.8 °C
10041,-16.4 °C
10041,-16.37 °C
10041,-16.6 °C
2336,"349.7 to 351.5 °F (NTP, 1992)"
2336,176.5 °C
2336,179 °C
2336,178.1 °C
2336,3497-3515°F
5889,"511 to 513 °F (NTP, 1992)"
5889,269.5 °C
5889,269 °C
5889,"Reddish needles from benzene; melting point: 214 °C /Dibenz(a,h)anthracene picrate/"
5889,267 °C
1674,"354 to 356 °F (NTP, 1992)"
1674,180.0 °C
1674,178 °C
5954,"315 to 318 °F (NTP, 1992)"
5954,155-157 °C
5954,162 °C
5954,315-318°F
995,"212 °F (NTP, 1992)"
995,99.2 °C
995,99 °C
995,212°F
3023,97.0 °C
3023,99.5 °C
9117,"531 to 534 °F (NTP, 1992)"
9117,278.0 °C
9117,278.3 °C
9117,278 °C
9161,"200.3 to 202.1 °F (NTP, 1992)"
9161,92.5 °C
9161,89.4 °C
9164,206.0 °C
9170,199.0 °C
9171,"489 °F (NTP, 1992)"
9171,258.2 °C
9171,255 °C
9171,"Chrysene forms crystalline complexes with picric acid (orange-red needles from benzene, melting-point 174-175 °C corrected), s-trinitrobenzene (188.5-189.5 °C corrected) and 2,4,7-trinitrofluorenone (yellow needles from alcohol, melting point 247.8-249 °C)"
9171,254 - 256 °C
9171,489°F
9201,212.0 °C
11767,"286 to 289 °F (NTP, 1992)"
11767,146.0 °C
11936,209.0 °C
13076,183.0 °C
13076,182.4 °C
13257,"253 °F (NTP, 1992)"
13257,123.0 °C
15604,85.0 °C
17321,"135 to 138 °F (NTP, 1992)"
17321,58.0 °C
40300,152.0 °C
7366,-57.8 °C
7406,"-140.9 °F (USCG, 1999)"
7406,-96.0 °C
7406,-96.9°C
7406,-96 °C
7406,-141°F
7647,52.5 °C
7668,"-146.2 °F (USCG, 1999)"
7668,-99.5 °C
7705,-87.9 °C
8657,-31.2 °C
8657,-75 °C
8864,-83.9 °C
10686,-25.4 °C
10686,-25 °C
10686,-14°F
10821,-44.8 °C
12160,-62.3 °C
12784,54.5 °C
14109,-61.0 °C
16607,-36.0 °C
6720,"295 °F (NTP, 1992)"
6720,144.0 °C
6720,144 °C
6720,Pale yellow crystals. 99% pure. MP: 142-145 °C /Technical grade/
6720,146 °C
6720,295°F
6983,"135 to 136 °F (NTP, 1992)"
6983,57.5 °C
7238,"-31.2 °F (NTP, 1992)"
7238,-35.6 °C
7238,-35.59 °C
7238,-35.1 °C
7238,-31.2°F
7238,-31°F
7804,87.3 °C
7805,"83.3 °F (NTP, 1992)"
7805,28.5 °C
7806,68.0 °C
7927,-7.0 °C
7928,-21.5 °C
8330,"210 to 212 °F (NTP, 1992)"
8330,99.5 °C
8330,99°C
10892,-13.0 °C
11414,7.1 °C
11560,"-40 °F (NTP, 1992)"
11560,-39.8 °C
12463,"113 to 115 °F (NTP, 1992)"
12463,47.5 °C
13428,"149 to 153 °F (NTP, 1992)"
28697,"131 to 133 °F (NTP, 1992)"
28697,55.5 °C
29228,"160 °F (NTP, 1992)"
29228,72.0 °C
1146,"-178.8 °F (USCG, 1999)"
1146,-117.08 °C
1146,-117.1°C
1146,-117 °C
1146,-179°F
7061,"-37.8 °F (NTP, 1992)"
7061,-38.8 °C
7061,-38 °C
7515,"-71 °F (NTP, 1992)"
7515,-57.0 °C
7515,-57 °C
7515,-71°F
11487,"129 to 131 °F (NTP, 1992)"
11487,52.9 °C
11487,53-54 °C
11487,52-54°C
11487,53 °C
11487,127°F
31244,0.0 °C
31244,0 °C
31244,0°C
12281,52.0 °C
12281,51-53 °C
992,"376 °F (NTP, 1992)"
992,174.0 °C
992,174 °C
992,174°C
992,191 °C
992,374°F
6997,"-18 °F (NTP, 1992)"
6997,18.0 °C
6997,18 °C
460,"less than -4 °F (NTP, 1992)"
460,"SOLIDIFIES at 82.4° F (NTP, 1992)"
460,32.0 °C
460,32 °C
460,28°C
7041,56.5 °C
7041,55-56°C
7103,166.0 °C
7103,164-165 °C
7271,"154 °F (NTP, 1992)"
7271,69.0 °C
7271,67 °C
7771,"72 to 73 °F (NTP, 1992)"
7771,24.5 °C
7771,25.4-26 °C; 24.54 °C
7771,25.4-26 °C
7808,66.4 °C
9015,"126.5 °F (NTP, 1992)"
9015,57.0 °C
9015,54 °C
9015,53°C
9015,57 °C
9015,126.5°F
9015,135°F
10698,73.0 °C
10698,73 °C
10698,73°C
11334,"136 to 140 °F (NTP, 1992)"
11334,58.0 °C
11334,58 °C
11563,33.0 °C
11563,33 °C
11571,"154 °F (NTP, 1992)"
11571,68.0 °C
11571,68 °C
12005,38.0 °C
12005,38 °C
12005,40°C
6463,151.0 °C
6463,150 °C
439551,"451 to 455 °F (DECOMPOSES) (NTP, 1992)"
439551,234.0 °C
439551,233-235 °C (effervescence)
300,"145 °F (EPA, 1998)"
300,63.0 °C
300,"Exists in alpha, beta, and gamma forms having mp 63 °C, 55-56 °C, and 50 °C respectively. MP for acid of commerce: 61-63 °C"
300,Heat of fusion at the melting point = 1.2285X10+7 J/kmol
300,52.5°C
6590,"-51 °F (USCG, 1999)"
6590,-46.0 °C
6590,-47 °C
6590,-46°C
6862,135.0 °C
6862,134.5-135.5 °C
6862,Melting point of 125-128 °C /Technical grade/
6862,134.5-135.5°C
802,168.5 °C
802,168.5°C
6915,-31.8 °C
6915,-15°C
7204,120.0 °C
7204,118-119 °C
7204,Melting point: 115-117 °C /technical grade MCPA/
7204,113-119 °C
385,106.0 °C
385,103-106°C
8180,"83.3 °F (USCG, 1999)"
8180,28.6 °C
8180,28.6°C
19188,"208 to 212 °F (NTP, 1992)"
19188,98.5 °C
19188,98-99°C
26229,164.0 °C
26229,156.5 °C
444539,133.0 °C
444539,133°C
8697,"-117 °F (NTP, 1992)"
8697,-59.00°C.@760.00mmHg
8697,-59 °C
8697,-117°F
11005,"129 °F (NTP, 1992)"
11005,53.9 °C
11005,53.9°C
11495,139.0 °C
11969,148.5 °C
699414,173-175°C
5811,188.0 °C
6918,138.0 °C
6919,133.5 °C
6919,133.5°C
6941,163.0 °C
7123,185.5 °C
7418,"232 to 235 °F (NTP, 1992)"
7418,108.7 °C
7478,185.0 °C
7478,185°C
8373,"225 to 226 °F (NTP, 1992)"
8373,103.7 °C
8373,103.7°C
9968,124.0 °C
9973,185.0 °C
447,"316 °F (NTP, 1992)"
447,158.0 °C
447,158 °C
447,158°C
10820,117.5 °C
10820,117-118°C
11456,155.0 °C
11464,"473.9 °F (NTP, 1992)"
11464,254.5 °C
12060,188.3 °C
6404,52.5 °C
6404,53 °C
6568,"-175 °F (NIOSH, 2016)"
6568,-114.7 °C
6568,-114 °C
6568,-114.7°C
6568,-115 °C
6568,-175°F
7037,69.0 °C
244,"4.5 °F (NTP, 1992)"
244,"-15..2 °C, 258 K, 5 °F"
244,-15.2 °C
244,-15.2°C
244,-15 °C
244,4.5°F
7966,"73 °F (NTP, 1992)"
7966,25.4 °C
7966,25.93 °C
7966,23 °C
7966,77°F
8129,"-29 °F (USCG, 1999)"
8129,-34.0 °C
8129,-34.6 °C
8129,-34.1°C
8129,-34 °C
31234,<-18 °C
31234,<-18°C
20083,3.5 °C
20083,-31.6 °C
20083,"Soluble in alcohol, ether, acetone; max absorption (vapor): 196 nm; max absorption (hexane): 175 nm (log e = 2.5); mp: -31.6 °C /dl-Form/"
20083,-38.6°C
20083,-38.6 °C
11428,-8 °C
11505,"138 to 142 °F (NTP, 1992)"
11505,61.5 °C
11505,61-62°C
11513,-41.2 °C
11524,-9.2 °C (cis-isomer)
27156,98.0 °C
6323,"-136 °F (EPA, 1998)"
6323,-93.7 °C
6323,-93.7°C
6323,-94 °C
6323,-137°F
6332,"-182 °F (NTP, 1992)"
6332,-118.6 °C
6332,-118.4 °C
6332,-119 °C
6332,-182°F
6340,-111.1 °C
6340,-108 °C
6346,6.1 °C
6361,"-178.9 °F (NTP, 1992)"
6361,-117.2 °C
6365,"-143 °F (NTP, 1992)"
6365,-96.9 °C
6365,-96.93 °C
6365,-98 °C
6365,-143°F
6370,"-211 °F (USCG, 1999)"
6370,-135.0 °C
6370,-130.4 °C
6370,-135 °C
6370,-211°F
6373,-155.1 °C
6373,-155.18 °C
6373,-155 °C
6389,"-168 °F (NTP, 1992)"
6389,-111.1 °C
6389,-110.44 °C
6389,-111 °C
6389,-168°F
6419,"-20 °F (NTP, 1992)"
6419,-29.0 °C
6419,-28.78 °C
6419,-29 °C
6419,-20°F
6428,"-33.5 °F (NTP, 1992)"
6428,-35.0 °C
6428,-36.22 °C
6428,-36 °C
6428,-33.5°F
6428,-31°F
6591,"-33 °F (NTP, 1992)"
6591,-43.8 °C
6591,-42.3 °C
6591,Liquid molar volume = 0.105754 cu m/kmol; Heat of fusion at melting point = 9.172X10+06 J/kmol
6591,"-42,5 °C"
6591,-33°F
7960,-56.5 °C
8057,-95.0 °C
8101,-84.7 °C
8881,"-147.1 °F (USCG, 1999)"
8881,-99.5 °C
8881,-99 °C
12369,-58.0 °C
12371,-69.5 °C
20274,-48.2 °C
7362,"-33.7 °F (NTP, 1992)"
7362,-38.1 °C
7362,-37°C
7362,-36.5 °C
7362,-34°F
8438,"99 °F (NTP, 1992)"
8438,37.0 °C
8438,37 °C
8438,MP: 35.5-37 °C
8438,37°C
11101,43.5 °C
541,107.0 °C
7343,"-103 °F (NTP, 1992)"
7343,-75 °C
7343,-103°F
7352,Freezing pt: -61 °C
31249,-21.0 °C
31249,-21°C
31249,-21 °C
8698,-22.4 °C
8698,-22 °C
8785,"-60.7 °F (NTP, 1992)"
8785,-51.3 °C
8785,-51 °C
8785,-51.3°C
8785,-60.7°F
8868,"less than -112 °F (USCG, 1999)"
8868,-45.0 °C
8868,-45 °C
8868,-45°C
11124,"-125 °F (NTP, 1992)"
11124,-87.5 °C
11124,-87.5°C
11124,-88 °C
7288,"-44 °F (USCG, 1999)"
7288,-39.0 °C
7288,-39 °C
7288,-42 °C
7288,-44°F
8034,"-101 °F (NIOSH, 2016)"
8034,-74.0 °C
8034,Freezing pt: -73.9 °C
8034,-74°C
8034,-74 °C
8034,-101°F
11251,"-134 °F (USCG, 1999)"
11251,-92.0 °C
11251,-93.1 °C
11251,-92 °C
11251,-134°F
12741,14.0 °C
12741,14°C
5977,97.0 °C
5977,97 °C
5977,MP: 77 °C (HYDRATE); HYGROSCOPIC
5977,MP: 97 °C /anhydrous form/; MP: 78 °C /hemihydrate/
8259,19.0 °C
8259,19°C
7505,"9 °F (NTP, 1992)"
7505,-12.7 °C
7505,-12.82 °C
7505,-12.8 °C
7854,"-133 °F (EPA, 1998)"
7854,-92.8 °C
7854,-91.8 °C
7854,-92 °C
7854,-133°F
7855,"-116 °F (EPA, 1998)"
7855,-83.5 °C
7855,-83.51 °C
7855,-84 °C
7855,-116°F
8008,"-171 °F (USCG, 1999)"
8008,-111.9 °C
8008,-112 °C
8008,-170°F
3031,"293 to 294.8 °F (USCG, 1999)"
3031,144.5 °C
3031,144-145 °C
3031,145-146 °C
8125,"-151 °F (USCG, 1999)"
8125,-101.7 °C
8125,-101.7°C
8125,-102 °C
31285,"-115 °F (USCG, 1999)"
31285,-81.3 °C
31285,-88°C
11000,-79.5 °C
5287573,-122.2 °C
5287573,-138.89 °C
5287573,-138.7 °C
11587,"-234.9 °F (USCG, 1999)"
11587,-148.8 °C
11597,"-219.6 °F (USCG, 1999)"
11597,-139.7 °C
11597,-140 °C
11597,-219.6°F
11598,-140.7 °C
11610,"-182 °F (USCG, 1999)"
11610,-119.7 °C
12343,-49.2 °C
6736,97.5 °C
6736,95 °C
6736,97.5°C
7220,"208 to 212 °F (NTP, 1992)"
7220,100.0 °C
7220,100 °C
7220,98.5 °C
7221,32.0 °C
8027,-23.4 °C
8027,-24°C
9221,148.0 °C
9228,31.0 °C
10326,-51.4 °C
10797,"-127.7 °F (NTP, 1992)"
10797,-87.5 °C
10797,-87.5°C
11984,176.5 °C
11989,44.0 °C
12024,-69.0 °C
12024,-69°C
2723650,"397 to 399 °F (NTP, 1992)"
2723650,203.0 °C
2723650,203 °C
2723650,ETHYLENE THIOUREA (ETU) IS AVAILABLE IN USA AS WHITE CRYSTALS OR FINELY-GROUND POWDER WITH A MELTING POINT OF 192 °C. IT IS ALSO AVAILABLE IN USA & JAPAN AS A WHITE POWDER WITH A MELTING POINT ABOVE 195 °C. IT IS AVAILABLE IN USA AS WHITE POWDER CONSISTING OF 80% DISPERSION OF ETU IN OIL.
2723650,194 °C
2723650,392°F
6369,"-227 °F (NTP, 1992)"
6369,-144.0 °C
6369,-144 °C at 1 atm /freezing point/
6369,171 °C
6369,-144 °C
6369,-227°F
6478,"16 °F (EPA, 1998)"
6478,-9.0 °C
6478,-9 °C
6478,16°F
6901,"-6 °F (NTP, 1992)"
6901,-21.0 °C
6901,-21 °C
6901,-18 °C
6901,-6°F
7841,"-182 °F (USCG, 1999)"
7841,-119.0 °C
7841,-119 °C
7002,"-8 °F (NTP, 1992)"
7002,-30.4 °C
7002,-30.43 °C
7002,Melting point: -22 °C
7002,-22°C
7002,-22 °C
7002,-8°F
7003,"-9 to -4 °F (NTP, 1992)"
7003,-2.5 °C
7003,-2.3 °C
7055,"94.3 °F (NTP, 1992)"
7055,34.4 °C
7055,34.6 °C
7055,35 °C
7055,94.3°F
7056,"139.1 °F (NTP, 1992)"
7056,61.0 °C
7056,59.5 deg  C
7056,59.5 °C
8640,"122 °F (NTP, 1992)"
8640,49.2 °C
8640,50.0 °C
8640,122°F
8663,123.0 °C
8663,121.6 °C
8663,123°C
8663,122 °C
11080,"136 °F (NTP, 1992)"
11080,58.0 °C
11304,7.6 °C
11327,-6.0 °C
11387,112.0 °C
13652,"18.7 °F (NTP, 1992)"
20908,64.0 °C
9216,"252 to 253 °F (NTP, 1992)"
9216,122.0 °C
9216,119 °C
38252,88.0 °C
6944,"14.9 °F (NTP, 1992)"
6944,-10.0 °C
6944,-9.55 °C (alpha-form); -3.85 °C (beta-form)
6944,-10 °C
6944,25°F
7048,10.5 °C
7048,10 °C
7434,121.5 °C
7434,121.3 °C
7452,"194 °F (NTP, 1992)"
7452,90.0 °C
7452,89-90 °C
7452,90 °C
7452,192°F
7485,"48.9 °F (NTP, 1992)"
7485,54.0 °C
7492,"343.4 °F (USCG, 1999)"
7492,174.0 °C
7492,174 °C
7492,173-174 °C
7492,343°F
8376,"177.6 °F (NTP, 1992)"
8376,80.1 °C
8376,177.6°F
8376,176°F
10707,"244.4 °F (USCG, 1999)"
10707,118.5 °C
10707,117 - 118.5 °C
10707,118 °C
10707,244°F
11140,38.5 °C
11813,"151 °F (NTP, 1992)"
11813,66.0 °C
11813,66 °C
11813,151°F
11883,"141.8 °F (USCG, 1999)"
11883,58.3 °C
11883,58.0 °C
11883,58 °C
5641,"118 to 122 °F (NTP, 1992)"
5641,49.0 °C
5641,49 °C
5641,48.5-50°C
6579,"184 °F (EPA, 1998)"
6579,84.5 °C
6579,84.5°C
6579,184°F
10927,114.8 °C
10927,115-116 °C
10927,115-116°C
12302,-81.33 °C
40818,"-8 °F (NIOSH, 2016)"
40818,-22.3 °C
40818,"In the presence of more than slight traces of free acid, ethylene glycol dinitrate is unstable with a melting point of -21 °C."
40818,-22 °C
40818,-8°F
12309,-90.0 °C
3283,"-177.3 °F (NTP, 1992)"
3283,-116.3 °C
3283,-116.3 °C (stable crystals); -123.3 °C (metastable crystals)
3283,-116 °C
3283,-177°F
8114,-122.0 °C
8114,-122 °C
8170,-45.1 °C
8170,-45 °C
8188,-69.1 °C
8188,-69 °C
8894,-45.0 °C
8894,-49.2 °C
8909,"-144 °F (NTP, 1992)"
8909,-95.2 °C
8909,-95 °C
3763,48-48.5
3763,48.5 °C
6838,"151.7 °F (NTP, 1992)"
6838,66.5 °C
6838,66.7 °C
6838,151.7°F
11758,48.0 °C
11758,>300°C
7101,"196.2 °F (NTP, 1992)"
7101,91.5 °C
12566,49.5 °C
12566,49-50°C
16307,29.0 °C
16308,149.3 °C
249266,34.0 °C
25622,"142 to 144 °F (NTP, 1992)"
25622,61.5 °C
36186,106.0 °C
2331,"270 to 271 °F (NTP, 1992)"
2331,129.1 °C
2331,130 °C
2331,129.1°C
4055,107.0 °C
4055,105-107 °C
4055,107°C
7503,"-54 to -45 °F (EPA, 1998)"
7503,-45.0 °C
7503,-39.4 °C
7503,MP: -48 to -43 °C. Specific gravity: 1.100 at 20 °C/20 °C. Rapidly decomposes when heated in the presence of iron
7503,~-43 °C
7503,-38°F
7520,-15°C
7671,"115.9 to 117.5 °F (NTP, 1992)"
7671,46.0 °C
7671,46.6-47.5 °C
10777,89.0 °C
10777,88 °C
10843,"149.9 °F (NTP, 1992)"
10843,65.5 °C
11090,94.0 °C
2346,41°C
16183,197.5 °C
16183,198 °C
2272,"154 °F (NTP, 1992)"
2272,68.25 °C
2272,68 °C
5760,98.0 °C
5760,98 °C
3696,174-175
3696,174.5 °C
3696,174.5°C
10541,"-51 °F (NTP, 1992)"
10541,-46.0 °C
10541,-46 °C
10853,148.0 °C
7370,151.0 °C
2907,"106 to 113 °F (NTP, 1992)"
2907,48-49
2907,51.5 °C
2907,49.5-53 °C
2907,41-45°C
2907,49.5 - 53 °C
3036,108.5 °C
3036,Waxy solid. MP: indefinite /Technical/
3036,108.5-109°C
3036,109 °C
3036,227°F
3346,"43 °F (NIOSH, 2016)"
3346,7.5 °C
3346,7 °C
3346,7.5°C
3346,43°F
3082,"125 °F 113 to 117° F for technical product. (EPA, 1998)"
3082,52.0 °C
3082,52-52.5 °C
3082,51-52 °C
3082,125°F
3035,"190 to 194 °F (NTP, 1992)"
3035,89.0 °C
3035,89 °C
1486,"280 °F (NTP, 1992)"
1486,140.5 °C
1486,138 °C
1486,140.5°C
1486,140 °C
1486,280°F
2728,"106.5 °F (NTP, 1992)"
2728,41.0 °C
2728,40.7-41.1 °C
2728,41 °C
7560,133.5 °C
7560,133-134 °C
7560,Melting point: 65-68 °C /Fenuron trichloroacetate/
7944,"-143 °F (NTP, 1992)"
7944,-97.0 °C
7944,-96.8 TO -101.8 °C
7944,-97 - -102 °C
8268,"173.3 to 175.1 °F (NTP, 1992)"
8268,77.5 °C
8268,77-78 °C
8427,122.0 °C
8427,117.5 °C
8427,117-118 °C
4004,"37.1 °F (NTP, 1992)"
4004,2.8 °C
4004,3.85 °C
4004,2.8°C
4004,3 °C
4004,37.1°F
4004,37°F
24685,87.3 °C
24685,90 °C
4790,"-45 °F (EPA, 1998)"
4790,<-15 °C
4790,-42.9 °C
4790,-45°F
3118,"Greater than -13° F (EPA, 1998)"
3118,-25.0 °C
3118,-25 °C
3118,-13°F
3118,>-13°F
9298,"106 °F (NIOSH, 2016)"
9298,41.0 °C
9298,41 °C
9298,106°F
9300,"140 °F (NIOSH, 2016)"
9300,60.0 °C
9300,60-60.5 °C
9300,140°F
4420,"80.6 °F (USCG, 1999)"
4420,27.0 °C
4420,27 °C
4420,26°C
4420,26.5-27.5 °C
4420,80°F
9395,300.0 °C
9395,300°C
3120,"318.2 °F (USCG, 1999)"
3120,158.0 °C
3120,158-159 °C
3120,MP: 159 °C. Decomposes at 180 °C
3120,316°F
9502,93.0 °C
9502,93-94 °C
5377784,"-9 to -2 °F (EPA, 1998)"
5377784,-20.0 °C
5377784,-23 to -19 °C
5377784,-19 - -23 °C
10372,21.0 °C
10372,21 °C
11145,102.0 °C
11596,53.0 °C
11596,53 °C
11722,"129 °F (NTP, 1992)"
11722,54.0 °C
11722,52-54 °C
12306,60.0 °C
12306,60 °C
4933,92.0 °C
4933,92 °C
4933,92-93 °C
14322,"169 to 171 °F (EPA, 1998)"
14322,76.5 °C
14322,76-77 °C
15910,"482 to 484 °F (NTP, 1992)"
15910,250.0 °C
15910,252.1 °C
15910,250-251 °C
16421,"97 °F (EPA, 1998)"
16421,36.0 °C
16421,36 °C
16421,97°F
16422,53.5 °C
16422,53-54 °C
16562,"325 to 328 °F (NTP, 1992)"
16562,164.0 °C
16562,163-164.5 °C
16562,MP: ABOUT 155 °C; NONCORROSIVE /TECHNICAL PRODUCT/
16826,85.0 °C
17516,"189 to 190 °F (EPA, 1998)"
17516,87.0 °C
17516,87-87.5 °C
17517,94.0 °C
17517,88-93°C
17522,"57 to 59 °F (EPA, 1998)"
17522,14.5 °C
17522,14-15 °C
17563,99.0 °C
17563,99 °C
17563,99°C
18290,95.0 °C
18290,95-96 °C
5392,"87 °F (NIOSH, 2016)"
5392,30.0 °C
5392,30.0-30.5 °C
5392,30 °C
5392,87°F
23715,87.5 °C
25669,83.0 °C
25670,"-20.6 °F (EPA, 1998)"
25670,-29.2 °C
25670,-29 °C
25670,-20.6°F
25912,96.0 °C
25912,95-97 °C
27375,148.1 °C
27375,147-148 °C
28292,-25 °C
28292,<25°C
28935,72.5 °C
28935,72-73 °C
30709,"158 to 159 °F (EPA, 1998)"
30709,70.4 °C
30709,70.2-70.6 °C
30709,71-72°C
31070,"121 °F (EPA, 1998)"
31070,49.0 °C
31070,49 °C
31070,Off-white to tan waxy solid with a melting point of 49 °C and a vapor pressure of 4.7X10-5 mm Hg at 20 °C /Technical grade/
31070,49°C
31070,49.2 °C
31070,121°F
32872,-12.0 °C
32872,Less than -12 °C
32872,-12°C
33294,<25°C
34192,3.3 °C
3347,52.25 °C
3347,39.5-53.7°C
7852,"-117.4 °F (USCG, 1999)"
7852,-83.0 °C
7852,-83 °C
7852,-83°C
