Species,Hcp
"(2S,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",6.6e+14
"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",1.8e+15
"(2R,3S,4R,5S)-hexane-1,2,3,4,5,6-hexol",9e+14
(E)-2-butenal,0.5
(E)-2-hexenal,0.14
"(E,E)-2,4-hexadienal",1
(Z)-4-heptenal,0.088
(E)-2-octenal,0.13
(E)-2-nonenal,0.058
(CH3)2CHCH2COCH3,0.1
(CH3)2CHCOOH,11
(CH3)2CHCH2COOH,12
(CH3)3CCOOH,3.5
(E)-2-butenoic acid,41
(Z)-2-butenoic acid,23
"(Z,Z)-9,12-octadecadienoic acid",49
"(Z,Z,Z)-9,12,15-octadecatrienoic acid,methyl ester",0.28
"(Z,Z)-9,12-octadecadienoic acid,methyl ester",0.062
"(Z)-9-octadecenoic acid, methyl ester",0.013
"(Z)-13-docosenoic acid, methyl ester",0.0053
(E)-3-hexenyl ethanoate,0.033
(Z)-3-hexenyl ethanoate,0.031
(Z)-2-butenedioic acid dimethyl ester,23
(C2H5O)2CHCH3,0.1
(CH3)2C4H6O,0.031
"(1R)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol",0.36
(CH 3 ) 2NH,0.56
(C2H5)2NH,0.41
(C3H7)2NH,0.11
(C 4 H 9 ) 2NH,0.11
(CH 3 ) 3N,0.095
(C2H 5 ) 3N,0.071
(CH2)6NH,6.4
(RS)-α-2-naphthoxypropionanilide,160000
(Z)-13-docosenamide,3.5
"(2R,4S)-2,4-pentanediol dinitrate",0.22
"(2R,4R)-2,4-pentanediol dinitrate",0.14
"(1R,2S)-1,2-cyclohexanediol dinitrate",1.3
"(1R,2R)-1,2-cyclohexanediol dinitrate",0.52
"(1R,3S)-1,3-cyclohexanediol dinitrate",3.4
"(1R,3R)-1,3-cyclohexanediol dinitrate",0.68
"(1R,2R)-1,2-cycloheptanediol dinitrate",0.88
"(Z)-1,2-dichloroethene",0.0026
"(E)-1,2-dichloroethene",0.001
(Z)-1-chloro-2-butene,0.0012
(E)-1-chloro-2-butene,0.0031
"(Z)-1,4-dichloro-2-butene",0.03
"(E)-1,4-dichloro-2-butene",0.035
"(R)-2-(2,4-dichlorophenoxy)propanoic",40000
(R)-2-(4-chloro-2-methylphenoxy)propanoic acid,10000
"(2E)-N,N’-bis(2,4,6-tribromophenyl)-2-butenediamide",9e+09
(C3H7)2S,0.0016
(C3H5)2S,0.0076
(CH3)3SiOH,0.22
(2-propyl)-benzene,0.0012
(1-methylpropyl)-benzene,0.71
(2-methylpropyl)-benzene,0.0003
"(1,1-dimethylethyl)-benzene",0.00083
"(1,1-dimethylpropyl)-benzene",0.00054
(1-methylethenyl)-benzene,0.0038
(hydroxymethyl)-benzene,37
(4-methylphenyl)-ethanone,1.1
(2-methylpropyl)-methanoate,0.018
"(1,1-dimethylethyl)-methanoate",0.014
(2-methylpropyl)-ethanoate,0.19
(2-methylpropyl)-propanoate,0.018
(2-methylpropyl)-2-methylpropanoate,0.01
(phenoxymethyl)-oxirane,12
"(1S-endo)-1,7,7-trimethyl-bicyclo[2.2.1]heptan-2-ol",0.45
(methylamino)-benzene,0.87
(ethylamino)-benzene,1
(dimethylamino)-benzene,0.17
(diethylamino)-benzene,0.052
(diisopropylamino)-ethanol,190
"(3-methylphenyl)-carbamic acid,3-[(methoxycarbonyl)amino]phenyl",1.2e+07
(trifluoromethyl)-benzene,0.00058
"(2,2,2-trifluoroethoxy)-ethene",0.00054
(chloromethyl)-benzene,0.02
(dichloromethyl)-benzene,0.013
(trichloromethyl)-benzene,0.038
(chloromethyl)-oxirane,0.33
(2-chloroethoxy)-ethene,0.0011
"(2,4-dichlorophenoxy)-ethanoic acid",0.14
"((2,4-dichlorophenoxy)-acetic acid;",50000
"(2,4-dichlorophenoxy)-acetic acid 1-methylethyl ester",4.5
"(2,4-dichlorophenoxy)-acetic acid butyl",20
"(2,4-dichlorophenoxy)-acetic acid, 2-butoxyethyl ester",0.62
"(2,4-dichlorophenoxy)-acetic acid 2-ethylhexyl ester",0.55
"(2,4-dichlorophenoxy)-acetic acid,isooctyl ester",0.17
(bromomethyl)-benzene,0.0014
(2-bromoethyl)-benzene,0.0065
(2-chloroethyl)-phosphonic acid,6.9e+07
