,Substance,Hcp
3941,"1,1’-sulfonylbis(4-chlorobenzene)",70
3942,"1,2,4-trichloro-5-[(4-",6900
3943,ovex,0.62
3944,sulfenone,52
3945,aramite,52
3946,6-chloro-2-(6-chloro-4-methyl-3-,3.2e+07
3947,"5-chloro-3-(trichloromethyl)-1,2,4-",16
3948,"2,4-dichloro-6-(methylthio)-1,3,5-",13
3949,chlorthiamid,35000
3950,"2-chloroallyl-N,N-",1.5
3951,thiacloprid,9e+08
3952,chloromethiuron,200000
3953,etridiazole,0.33
3954,4-chloro-3-nitrobenzenesulfonamide,8200
3955,clothianidin,3.4e+10
3956,chlobenthiazone,1.3
3957,prothiocarb hydrochloride,2.5e+09
3958,thiamethoxam,2.1e+09
3959,"4-amino-3,5-dichloro-N-ethyl-2-",38000
3960,dichlofluanid,190
3961,captan,1400
3962,folpet,130
3963,captafol,3700
3964,diallate,2.6
3965,triallate,0.82
3966,tolylfluanid,13
3967,furosemide,2.5e+10
3968,chlorsulfuron,32000
3969,phosalone,25
3970,dimethenamid,450
3971,dimethenamid-p,2100
3972,cyazofamid,25
3973,prothioconazole,22000
3974,chlorimuron-ethyl,5.5e+09
3975,clopidogrel,4500
3976,hexythiazox,420
3977,clethodim,0.82
3978,clindamycin,3.4e+16
3979,vismodegib,6.2e+11
3980,pyridaben,0.21
3981,tembotrione,5.8e+09
3982,sulfentrazone,1.5e+07
3983,flurazole,40
3984,fipronil,12000
3985,fluthiacet-methyl,4700
3986,vemurafenib,8.2e+11
3987,tetrabromobisphenol S,1.5e+11
3988,"1,3-dibromo-5-[3,5-dibromo-4-(2,3-",8.2e+08
3989,bromphenol blue,0.19
3990,bromcresol green,1.5e+13
3991,bromocresol purple,9.9e+12
3992,difethialone,9.9
3993,amisulbrom,47
3994,amical 48,1300
3995,flubendiamide,0.045
3996,9-icosyl-9-,3.1e-05
3997,triphenylphosphine,430
3998,"phosphoric acid, trimethyl ester",1400
3999,trimethyl phosphite,0.9
4000,dimethyl methylphosphonate,7.6
4001,diethyl hydrogen phosphite,1.7
4002,triethylphosphate,270
4003,diisopropyl methanephosphonate,0.22
4004,dibutyl hydrogen phosphite,0.55
4005,dibutyl phosphate,2300
4006,tetraethyl pyrophosphate,45000
4007,tripropyl phosphate,15
4008,triallyl phosphate,18
4009,tributylphosphate,7
4010,hexaethyl tetraphosphate,3e+11
4011,crotoxyphos,1700
4012,"phosphoric acid, dibutyl phenyl ester",20
4013,bis(2-ethylhexyl) hydrogen phosphite,0.58
4014,bis(2-ethylhexyl)hydrogen phosphate,240
4015,triphenyl phosphate,3
4016,tris(2-butoxyethyl) phosphate,820000
4017,p-cresyl diphenyl phosphate,99
4018,triphenylphosphine oxide,19000
4019,"phosphorous acid, triphenyl ester",18
4020,trihexylphosphine oxide,0.0045
4021,"phosphoric acid, octyl diphenyl ester",39
4022,octyldihexylphosphine oxide,0.0025
4023,tris(methylphenyl) phosphate,12
4024,"phosphoric acid, (1-methylethyl)phenyl",130
4025,"phosphoric acid, tris(2-methylphenyl)",5.2
4026,"phosphoric acid, tris(3-methylphenyl)",9.9
4027,"phosphoric acid, tris(4-methylphenyl)",180
4028,isodecyl diphenyl phosphate,23
4029,dioctylhexylphosphine oxide,0.0014
4030,"tris(2,4-dimethylphenyl)phosphate",140
4031,"tris(2,5-dimethylphenyl)phosphate",140
4032,"tris(2,6-dimethylphenyl)phosphate",140
4033,"tris(3,4-dimethylphenyl)phosphate",140
4034,"tris(3,5-dimethylphenyl)phosphate",140
4035,tris(4-isopropylphenyl) phosphate,34
4036,trioctylphosphine oxide,0.82
4037,bis(2-ethylhexyl)-2-ethylhexyl phos-,0.021
4038,didodecyl hydrogen phosphate,25
4039,"phosphoric acid, tris(2-ethylhexyl) ester",120
4040,diisodecylphenyl phosphite,1.9
4041,fyrolflex RDP,3.4e+07
4042,tris(4-tert-butylphenyl) phosphate,14
4043,"tris-(2,4-di-tert-butylphenyl) phosphite",0.061
4044,glyphosate,1.8e+06
4045,krenite,2e+07
4046,tabun,66
4047,glufosinate-ammonium,0.22
4048,monocrotophos,1.5e+07
4049,dicrotophos,200000
4050,octamethyldiphosphoramide,1.6e+11
4051,fyrol 6,62
4052,diethyl 4-nitrophenyl phosphate,1600
4053,buminafos,5
4054,methylphosphonyldifluoride,0.45
4055,sarin,17
4056,dimefox,450
4057,isoflurophate,3.1
4058,cyclohexyl methylphosphonofluoridate,3.5
4059,soman,2.1
4060,mipafox,3300
4061,phenylphosphonous dichloride,0.65
4062,chlorphonium chloride,2.8e+07
4063,triclofos,7e+07
4064,"dimethyl-2,2-dichlorovinyl phosphate",39
4065,tris(2-chloroethyl) phosphate,3
4066,cyclophosphamide,700000
4067,ifosfamide,700000
4068,butonate,0.33
4069,"phosphoric acid, 7-",58
4070,"tris(2,3-dichloropropyl) phosphate",3800
4071,"tris(1,3-dichloroisopropyl)phosphate",3800
4072,tris(2-chloropropyl) phosphate,160
4073,tri-(2-chloroisopropyl)phosphate,160
4074,bis(2-chloropropyl) 2-chloro-1-,160
4075,tetrachlorvinphos,5500
4076,chlorfenvinphos,340
4077,crufomate,3900
4078,phosdiphen,0.26
4079,phosphamidon,2.8
4080,"tris(2,3-dibromo-1-propyl) phosphate",0.38
4081,naled,0.15
4082,"2-bromo-1,1-dimethylethyl 2-",1500
4083,leptophos,3.7
4084,tributyl phosphorotrithioite,0.43
4085,"bis(2,6,6-trimethylbicyclo[3.1.1]hept-",8.2e-05
4086,thiometon,0.35
4087,oxydemeton-methyl,6.2e+07
4088,demeton-S-methyl,0.37
4089,methacrifos,10
4090,phorate,2.1
4091,salithion,0.47
4092,acetoxon,13000
4093,demeton-O,6.1
4094,demeton-S,200
4095,sulfotep,2.2
4096,tetrakis(hydroxymethyl) phosphonium,5.8e+17
4097,ethoprophos,61
4098,disulfoton,11
4099,endothion,1.5e+06
4100,terbufos,0.41
4101,ethion,0.26
4102,fonofos,1.4
4103,fenthion,6.8
4104,malathion,670
4105,malaoxon,5.5e+06
4106,cadusafos,7.6
4107,fensulfothion,70000
4108,phenthoate,1800
4109,sulprofos,11
4110,iprobenphos,260
4111,propaphos,3400
4112,edifenphos,0.5
4113,systox,55
4114,temefos,4900
4115,methamidophos,11000
4116,acephate,2e+07
4117,dimethoate,41000
4118,omethoate,2.1e+08
4119,methidathion,1400
4120,fosthietan,240000
4121,formothion,90000
4122,menazon,6600
4123,ethoate-methyl,350000
4124,methylparathion,0.5
4125,zinophos,10
4126,vamidothion,1.1e+10
4127,cyanophos,1.8
4128,fenitrothion,83
4129,fosthiazate-1,75
4130,prothoate,150000
4131,azinphos-methyl,3400
4132,parathion,120
4133,etrimfos,16
4134,propetamphos,210
4135,mecarbam,11000
4136,phosmet,1200
4137,pirimiphos methyl,16
4138,triazophos,320
4139,azinphos-ethyl,100
4140,diazinon,46
4141,isoxathion,160
4142,fenamiphos,0.11
4143,tebupirimfos,3.5
4144,pirimiphos ethyl,0.18
4145,bensulide,1100
4146,ethyl p-nitrophenyl benzenethiophos-,22
4147,isofenphos,120
4148,chlorethoxyfos,2.3
4149,ronnel,0.48
4150,tolclofos-methyl,0.017
4151,methyl trithion,99
4152,trichloronate,0.9
4153,dichlofenthion,0.01
4154,chlorthiophos,8.2
4155,carbophenothion,49
4156,coumaphos,90
4157,methylchlorpyrifos,4.1
4158,dicapthon,100
4159,chlorthion,250
4160,isazophos,19
4161,chlorpyrifos,1.8
4162,phosazetim,2100
4163,dialifor,0.55
4164,bromophos,0.1
4165,bromophos-ethyl,0.62
4166,profenofos,450
4167,iodofenphos,2.2
4168,sesone,380000
4169,dioctyl sulfosuccinatesodium salt,2e+06
4170,dodecylbenzenesulfonic acid sodium,160
4171,fosetyl-aluminum,3.1e+09
4172,tetramethylsilane,2.3e-06
4173,tetraethylsilane,3.8e-06
4174,trimethylsilanol,0.07
4175,silicic acid,2.3e+10
4176,dimethylsilanediol,2800
4177,tetramethyl silicate,1.5
4178,pentamethyldisiloxanol,0.00073
4179,tetraethyl silicate,0.49
4180,trimethoxysilylpropyl methacrylate,33
4181,hexamethyldisiloxane,0.13
4182,octamethyltrisiloxane,3.4e-07
4183,decamethyltetrasiloxane,1.4e-07
4184,dodecamethylpentasiloxane,8.7e-08
4185,tetradecamethylhexasiloxane,2.7e-08
4186,hexadecamethylheptasiloxane,7.6e-09
4187,octadecamethyloctasiloxane,3.3e-09
4188,hexamethylcyclotrisiloxane,5.6e-06
4189,octamethylcyclotetrasiloxane,7.3e-07
4190,decamethylcyclopentasiloxane,2.8e-07
4191,dodecamethylcyclohexasiloxane,4e-07
4192,"tetramethyldisiloxane-1,3-diol",0.18
4193,"hexamethyltrisiloxane-1,5-diol",0.0034
4194,"octamethyltetrasiloxane-1,7-diol",0.0027
4195,pentamethylcyclotrisiloxanol,0.0011
4196,heptamethylcyclotetrasiloxanol,0.00023
4197,nonamethylcyclopentasiloxanol,7e-05
4198,hexamethyldisilazane,0.11
4199,dichloromethylsilane,0.00076
4200,etacelasil,2900
4201,zineb,2700
4202,ziram,16000
4203,diethyl arsine,2.2e-05
4204,lewisite,0.031
4205,phenyldichloroarsine,0.33
4206,adamsite,300
4207,2-amino-4-(methylselenyl)butyric acid,290000
4208,tetramethylstannane,9.4e-06
4209,tetraethylstannane,1.6e-05
4210,tetrabutylstannane,1.6e-06
4211,hexabutyldistannoxane,76
4212,hexakis(2-methyl-2-,0.49
4213,"1-(tricyclohexylstannyl)1H-1,2,4-",4.6e+06
4214,dimethylmercury,0.0013
4215,diethylmercury,0.001
4216,dipropylmercury,0.00056
4217,diisopropylmercury,0.00039
4218,dibutylmercury,0.00029
4219,diphenylmercury,280
4220,hydroxymethylmercury,980
4221,phenyl mercuric ethanoate,15000
4222,chloromethylmercury,0.22
4223,chloroethylmercury,15
4224,chloropropylmercury,12
4225,chloroisopropylmercury,9.9
4226,chlorobutylmercury,8.8
4227,chloropentylmercury,7
4228,chlorophenylmercury,380
4229,2-methoxyethylmercury chloride,3900
4230,bromoethylmercury,3
4231,bromophenylmercury,180
4232,iodomethylmercury,2
4233,iodoethylmercury,2.5
4234,iodophenylmercury,0.9
4235,tetramethyl lead,1.6e-05
4236,ethyltrimethylplumbane,2.8e-05
4237,diethyldimethylplumbane,2.1e-05
4238,triethylmethylplumbane,1.6e-05
4239,tetraethyllead,1.3e-05
4240,(Z)-bicyclo[4.4.0]decane,0.00043
4241,(E)-bicyclo[4.4.0]decane,0.00027
4242,"(E)-1,3-pentadiene",8.2e-05
4243,(E)-1-propenylbenzene,0.0029
4244,(R)-1-methyl-4-(1-methylethenyl)-,0.00026
4245,(R-(+)-limonene; D-limonene),0.00039
4246,(S)-1-methyl-4-(1-methylethenyl)-,0.00035
4247,"(Z)-3,7-dimethyl-1,3,6-octatriene",0.0004
4248,"(E)-3,7-dimethyl-1,3,6-octatriene",0.0003
4249,(C6H5)2,0.034
4250,(E)-stilbene,0.014
4251,(S)-2-methyl-1-butanol,0.39
4252,"(E)-3,7-dimethyl-2,6-octadien-1-ol",0.17
4253,(Z)-9-octadecen-1-ol,0.021
4254,"(2R,3R,4S)-pentane-1,2,3,4,5-pentol",3.9e+11
4255,"(2R,3S,4S)-pentane-1,2,3,4,5-pentol",4.6e+11
4256,"(2R,4R)-pentane-1,2,3,4,5-pentol",6.7e+11
4257,"(2S,3R,4R,5R)-hexane-1,2,3,4,5,6-",6.6e+14
4258,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-",1.8e+15
4259,"(2R,3S,4R,5S)-hexane-1,2,3,4,5,6-",9e+14
4260,(HMHP; HMP),16000
4261,(E)-2-butenal,0.5
4262,(E)-2-hexenal,0.14
4263,"(E,E)-2,4-hexadienal",1
4264,(Z)-4-heptenal,0.088
4265,(E)-2-octenal,0.13
4266,(E)-2-nonenal,0.058
4267,(CH3)2CHCH2COCH3,0.1
4268,(CH3)2CHCOOH,11
4269,(CH3)2CHCH2COOH,12
4270,(CH3)3CCOOH,3.5
4271,(E)-2-butenoic acid,41
4272,(Z)-2-butenoic acid,23
4273,"(Z,Z)-9,12-octadecadienoic acid",49
4274,"(Z,Z,Z)-9,12,15-octadecatrienoic acid,",0.28
4275,"(Z,Z)-9,12-octadecadienoic acid,",0.062
4276,"(Z)-9-octadecenoic acid, methyl ester",0.013
4277,"(Z)-13-docosenoic acid, methyl ester",0.0053
4278,(E)-3-hexenyl ethanoate,0.033
4279,(Z)-3-hexenyl ethanoate,0.031
4280,(DEHP),14
4281,(Z)-2-butenedioic acid dimethyl ester,23
4282,(MTBE),0.011
4283,(ETBE),0.0061
4284,(C2H5O)2CHCH3,0.1
4285,(THF),0.11
4286,(CH3)2C4H6O,0.031
4287,(THP),0.078
4288,"(1R)-1,3,3-",0.36
4289,((-)-α-pinene oxide),0.054
4290,(CH 3 ) 2NH,0.56
4291,(C2H5)2NH,0.41
4292,(C3H7)2NH,0.11
4293,(C 4 H 9 ) 2NH,0.11
4294,(CH 3 ) 3N,0.095
4295,(C2H 5 ) 3N,0.071
4296,(CH2)6NH,6.4
4297,(RS)-α-2-naphthoxypropionanilide,160000
4298,(Z)-13-docosenamide,3.5
4299,"(2R,4S)-2,4-pentanediol dinitrate",0.22
4300,"(2R,4R)-2,4-pentanediol dinitrate",0.14
4301,"(1R,2S)-1,2-cyclohexanediol dinitrate",1.3
4302,"(1R,2R)-1,2-cyclohexanediol dinitrate",0.52
4303,"(1R,3S)-1,3-cyclohexanediol dinitrate",3.4
4304,"(1R,3R)-1,3-cyclohexanediol dinitrate",0.68
4305,"(1R,2R)-1,2-cycloheptanediol dinitrate",0.88
4306,(PAN),0.028
4307,(R32),0.00084
4308,(R23),0.00014
4309,(R125),0.0002
4310,(R218),7.7e-08
4311,(4:2 FTO),3.3e-06
4312,(4:2 FTOH),6.1e-05
4313,(6:2 FTOH),8.5e-05
4314,(8:2 FTOH),0.24
4315,(10:2 FTOH),8.6e-08
4316,"(Z)-1,2-dichloroethene",0.0026
4317,"(E)-1,2-dichloroethene",0.001
4318,(Z)-1-chloro-2-butene,0.0012
4319,(E)-1-chloro-2-butene,0.0031
4320,"(Z)-1,4-dichloro-2-butene",0.03
4321,"(E)-1,4-dichloro-2-butene",0.035
4322,(PCB-1),0.03
4323,(PCB-2),0.013
4324,(PCB-3),0.036
4325,(PCB-4),0.029
4326,(PCB-5),0.051
4327,(PCB-6),0.032
4328,(PCB-7),0.027
4329,(PCB-8),0.026
4330,(PCB-9),0.025
4331,(PCB-10),0.03
4332,(PCB-11),0.034
4333,(PCB-12),0.048
4334,(PCB-13),0.081
4335,(PCB-14),0.05
4336,(PCB-15),0.05
4337,(PCB-16),0.012
4338,(PCB-17),0.04
4339,(PCB-18),0.026
4340,(PCB-19),0.033
4341,(PCB-20),0.012
4342,(PCB-21),0.079
4343,(PCB-22),0.013
4344,(PCB-23),0.069
4345,(PCB-24),0.031
4346,(PCB-25),0.028
4347,(PCB-26),0.03
4348,(PCB-27),0.024
4349,(PCB-28),0.023
4350,(PCB-29),0.026
4351,(PCB-30),0.0085
4352,(PCB-31),0.034
4353,(PCB-32),0.075
4354,(PCB-33),0.025
4355,(PCB-34),0.073
4356,(PCB-35),0.095
4357,(PCB-36),0.072
4358,(PCB-37),0.012
4359,(PCB-38),0.088
4360,(PCB-39),0.066
4361,(PCB-40),0.049
4362,(PCB-41),0.042
4363,(PCB-42),0.0086
4364,(PCB-43),0.11
4365,(PCB-44),0.013
4366,(PCB-45),0.0099
4367,(PCB-46),0.00091
4368,(PCB-47),0.18
4369,(PCB-48),0.0061
4370,(PCB-49),0.0083
4371,(PCB-50),0.0099
4372,(PCB-51),0.073
4373,(PCB-52),0.032
4374,(PCB-53),0.035
4375,(PCB-54),0.018
4376,(PCB-55),0.099
4377,(PCB-56),0.0049
4378,(PCB-57),0.14
4379,(PCB-58),0.15
4380,(PCB-59),0.083
4381,(PCB-60),0.0029
4382,(PCB-61),0.0049
4383,(PCB-62),0.033
4384,(PCB-63),0.0094
4385,(PCB-64),0.0079
4386,(PCB-65),0.053
4387,(PCB-66),0.003
4388,(PCB-67),0.052
4389,(PCB-68),0.087
4390,(PCB-69),0.079
4391,(PCB-70),0.052
4392,(PCB-71),0.036
4393,(PCB-72),0.12
4394,(PCB-73),0.074
4395,(PCB-74),0.047
4396,(PCB-75),0.024
4397,(PCB-76),0.082
4398,(PCB-77),0.091
4399,(PCB-78),0.17
4400,(PCB-79),0.25
4401,(PCB-80),0.26
4402,(PCB-81),0.002
4403,(PCB-82),0.0032
4404,(PCB-83),0.0077
4405,(PCB-84),0.019
4406,(PCB-85),0.06
4407,(PCB-86),0.0066
4408,(PCB-87),0.0041
4409,(PCB-88),0.12
4410,(PCB-89),0.024
4411,(PCB-90),0.11
4412,(PCB-91),0.011
4413,(PCB-92),0.03
4414,(PCB-93),0.12
4415,(PCB-94),0.12
4416,(PCB-95),0.0033
4417,(PCB-96),0.074
4418,(PCB-97),0.066
4419,(PCB-98),0.076
4420,(PCB-99),0.0088
4421,(PCB-100),0.038
4422,(PCB-101),0.024
4423,(PCB-102),0.015
4424,(PCB-103),0.077
4425,(PCB-104),0.011
4426,(PCB-105),0.18
4427,(PCB-106),0.18
4428,(PCB-107),0.0091
4429,(PCB-108),0.11
4430,(PCB-109),0.14
4431,(PCB-110),0.018
4432,(PCB-111),0.27
4433,(PCB-112),0.15
4434,(PCB-113),0.17
4435,(PCB-114),0.012
4436,(PCB-115),0.054
4437,(PCB-116),0.099
4438,(PCB-117),0.075
4439,(PCB-118),0.011
4440,(PCB-119),0.044
4441,(PCB-120),0.064
4442,(PCB-121),0.096
4443,(PCB-122),0.16
4444,(PCB-123),0.11
4445,(PCB-124),0.1
4446,(PCB-125),0.15
4447,(PCB-126),0.0016
4448,(PCB-127),0.34
4449,(PCB-128),0.33
4450,(PCB-129),0.025
4451,(PCB-130),0.0059
4452,(PCB-131),0.016
4453,(PCB-132),0.0041
4454,(PCB-133),0.18
4455,(PCB-134),0.1
4456,(PCB-135),0.07
4457,(PCB-136),0.044
4458,(PCB-137),0.018
4459,(PCB-138),0.022
4460,(PCB-139),0.086
4461,(PCB-140),0.085
4462,(PCB-141),0.1
4463,(PCB-142),0.16
4464,(PCB-143),0.16
4465,(PCB-144),0.017
4466,(PCB-145),0.096
4467,(PCB-146),0.11
4468,(PCB-147),0.013
4469,(PCB-148),0.12
4470,(PCB-149),0.01
4471,(PCB-150),0.072
4472,(PCB-151),0.063
4473,(PCB-152),0.13
4474,(PCB-153),0.019
4475,(PCB-154),0.017
4476,(PCB-155),0.013
4477,(PCB-156),0.0059
4478,(PCB-157),0.0023
4479,(PCB-158),0.0092
4480,(PCB-159),0.034
4481,(PCB-160),0.04
4482,(PCB-161),0.22
4483,(PCB-162),0.27
4484,(PCB-163),0.0049
4485,(PCB-164),0.16
4486,(PCB-165),0.032
4487,(PCB-166),0.12
4488,(PCB-167),0.0073
4489,(PCB-168),0.094
4490,(PCB-169),0.0004
4491,(PCB-170),0.66
4492,(PCB-171),0.19
4493,(PCB-172),0.031
4494,(PCB-173),0.033
4495,(PCB-174),0.2
4496,(PCB-175),0.34
4497,(PCB-176),0.01
4498,(PCB-177),0.0034
4499,(PCB-178),0.15
4500,(PCB-179),0.011
4501,(PCB-180),0.027
4502,(PCB-181),0.16
4503,(PCB-182),0.01
4504,(PCB-183),0.024
4505,(PCB-184),0.094
4506,(PCB-185),0.022
4507,(PCB-186),0.17
4508,(PCB-187),0.013
4509,(PCB-188),0.0088
4510,(PCB-189),0.11
4511,(PCB-190),0.19
4512,(PCB-191),0.21
4513,(PCB-192),0.38
4514,(PCB-193),0.1
4515,(PCB-194),0.1
4516,(PCB-195),0.0071
4517,(PCB-196),0.014
4518,(PCB-197),0.19
4519,(PCB-198),0.048
4520,(PCB-199),0.023
4521,(PCB-200),0.34
4522,(PCB-201),0.012
4523,(PCB-202),0.026
4524,(PCB-203),0.31
4525,(PCB-204),0.17
4526,(PCB-205),0.38
4527,(PCB-206),0.012
4528,(PCB-207),0.33
4529,(PCB-208),0.67
4530,(PCB-209),0.048
4531,(DCIP),0.096
4532,"(2,4,5-T)",170
4533,(MCPA),9900
4534,"(R)-2-(2,4-dichlorophenoxy)propanoic",40000
4535,(R)-2-(4-chloro-2-,10000
4536,(PCDE-3),0.09
4537,(PCDF-28),0.26
4538,(PCDF-2378),0.85
4539,(PCDF-23478),1.7
4540,(PCDF-123478),0.00041
4541,(PCDF-123678),2.2
4542,(PCDF-123789),1
4543,(PCDF-234678),0.56
4544,(PCDF-1234678),5.4e-05
4545,(PCDF-1234789),1
4546,(PCDF-12346789),0.00023
4547,(PCDD-1),0.16
4548,(PCDD-2),0.067
4549,(PCDD-23),0.15
4550,(PCDD-27),0.12
4551,(PCDD-28),0.47
4552,(PCDD-124),0.26
4553,(PCDD-1234),1.4
4554,(PCDD-1237),1.3
4555,(PCDD-1368),1.4
4556,(PCDD-2378; TCDD),0.3
4557,(PCDD-12347),3.8
4558,(PCDD-12378),1.5
4559,(PCDD-123478),0.22
4560,(PCDD-123678),0.74
4561,(PCDD-123789),1.1
4562,(PCDD-1234678),7.5
4563,(PCDD-12346789),0.76
4564,(R31),0.0015
4565,(R22),0.00036
4566,(R21),0.0016
4567,(R13),8.6e-06
4568,(R12),3e-05
4569,(R11),0.00011
4570,(R112),0.00051
4571,(R113),3.1e-05
4572,(R114),8e-06
4573,(R115),1.8e-06
4574,(R123),0.00028
4575,(R124),0.00011
4576,(BTBPE),64
4577,(PBDE-3),0.058
4578,(PBDE-15),0.073
4579,(PBDE-28),0.18
4580,(PBDE-47),0.87
4581,(PBDE-99),1.5
4582,(PBDE-100),3.8
4583,(PBDE-118),0.88
4584,(PBDE-153),15
4585,(PBDE-154),0.72
4586,(PBDE-209),820
4587,"(2E)-N,N’-bis(2,4,6-tribromophenyl)-",9e+09
4588,(DMS),0.0053
4589,(C3H7)2S,0.0016
4590,(C3H5)2S,0.0076
4591,(PFOS),0.16
4592,(PFOSA),7.9e-06
4593,(E 605),50
4594,(CH3)3SiOH,0.22
4595,(L2),0.00031
4596,(L3),2.7e-06
4597,(L4),3.7e-07
4598,(D4),1.7e-05
4599,(D5),3.4e-05
4600,(D6),0.00015
4601,(2-propyl)-benzene,0.0012
4602,(1-methylpropyl)-benzene,0.71
4603,(2-methylpropyl)-benzene,0.0003
4604,"(1,1-dimethylethyl)-benzene",0.00083
4605,"(1,1-dimethylpropyl)-benzene",0.00054
4606,(1-methylethenyl)-benzene,0.0038
4607,(4-methylphenyl)-ethanone,1.1
4608,(2-methylpropyl)-methanoate,0.018
4609,"(1,1-dimethylethyl)-methanoate",0.014
4610,(2-methylpropyl)-ethanoate,0.19
4611,(2-methylpropyl)-propanoate,0.018
4612,(2-methylpropyl)-2-methylpropanoate,0.01
4613,(phenoxymethyl)-oxirane,12
4614,"(1S-endo)-1,7,7-trimethyl-",0.45
4615,(methylamino)-benzene,0.87
4616,(ethylamino)-benzene,1
4617,(dimethylamino)-benzene,0.17
4618,(diethylamino)-benzene,0.052
4619,(diisopropylamino)-ethanol,190
4620,"(3-methylphenyl)-carbamic acid,",1.2e+07
4621,(trifluoromethyl)-benzene,0.00058
4622,"(2,2,2-trifluoroethoxy)-ethene",0.00054
4623,(chloromethyl)-benzene,0.02
4624,(dichloromethyl)-benzene,0.013
4625,(trichloromethyl)-benzene,0.038
4626,(chloromethyl)-oxirane,0.33
4627,(2-chloroethoxy)-ethene,0.0011
4628,(bis-(2-chloroethyl)-ether),0.034
4629,"(2,4-dichlorophenoxy)-ethanoic acid",0.14
4630,"((2,4-dichlorophenoxy)-acetic acid;",50000
4631,"(2,4-dichlorophenoxy)-acetic acid 1-",4.5
4632,"(2,4-dichlorophenoxy)-acetic acid butyl",20
4633,"(2,4-dichlorophenoxy)-acetic acid, 2-",0.62
4634,"(2,4-dichlorophenoxy)-acetic acid 2-",0.55
4635,"(2,4-dichlorophenoxy)-acetic acid,",0.17
4636,(bromomethyl)-benzene,0.0014
4637,(2-bromoethyl)-benzene,0.0065
4638,(2-chloroethyl)-phosphonic acid,6.9e+07
